"workerid","rt","trial_type","evidenceStatement","freqLevel","characterName","habitual","n","instance","time_period","response","frequency","logFreq"
45,2101,"truthJudge","biked to work",75,"Kim","bikes to work",24,"times","month","agree-key",288,5.66296048013595
45,5083,"truthJudge","ran",25,"Daniel","runs",3,"times","year","agree-key",3,1.09861228866811
45,1984,"truthJudge","ran",75,"Cameron","runs",120,"times","year","agree-key",120,4.78749174278205
45,1493,"truthJudge","wrote",75,"Alexander","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
45,8931,"truthJudge","biked to work",50,"Sophia","bikes to work",6,"times","month","disagree-key",72,4.27666611901606
45,1476,"truthJudge","drove to work",25,"Maya","drives to work",3,"times","week","agree-key",156,5.04985600724954
45,2649,"truthJudge","vacationed in Switzerland",75,"Melinda","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
45,16279,"truthJudge","hiked",25,"Stephanie","hikes",1,"time","year","disagree-key",1,0
46,4157,"truthJudge","hiked",75,"Kathleen","hikes",12,"times","year","agree-key",12,2.484906649788
46,2391,"truthJudge","wrote",75,"Eric","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
46,3558,"truthJudge","smoked",50,"Alexander","smokes",7,"times","week","agree-key",364,5.89715386763674
46,6998,"truthJudge","vacationed in Switzerland",50,"Maya","vacations in Switzerland",2,"times","10 years","disagree-key",0.2,-1.6094379124341
46,3462,"truthJudge","ate granola for breakfast",25,"Cameron","eats granola for breakfast",2,"times","month","disagree-key",24,3.17805383034795
46,1714,"truthJudge","smoked",75,"Greg","smokes",70,"times","week","agree-key",3640,8.19973896063079
46,2016,"truthJudge","ate granola for breakfast",75,"Lee","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
46,4821,"truthJudge","stole",75,"Jennifer","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
46,6503,"truthJudge","stole",50,"William","steals cars",2,"cars","10 years","agree-key",0.2,-1.6094379124341
46,2164,"truthJudge","hiked",25,"Daniel","hikes",1,"time","year","disagree-key",1,0
46,6487,"truthJudge","stole",25,"John","steals cars",1,"car","10 years","disagree-key",0.1,-2.30258509299405
46,3151,"truthJudge","ran",25,"Laura","runs",3,"times","year","disagree-key",3,1.09861228866811
46,3546,"truthJudge","drove to work",75,"Claire","drives to work",5,"times","week","agree-key",260,5.56068163101553
46,8819,"truthJudge","drank",50,"Anthony","drinks beer",5,"beers","month","agree-key",60,4.0943445622221
46,10055,"truthJudge","played computer games",50,"Daniel","plays computer games",4,"times","week","agree-key",208,5.33753807970132
46,4206,"truthJudge","drank",75,"Michelle","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
46,1742,"truthJudge","biked to work",75,"Anthony","bikes to work",24,"times","month","agree-key",288,5.66296048013595
46,2464,"truthJudge","drank",25,"Stephen","drinks beer",1,"beer","month","disagree-key",12,2.484906649788
46,2786,"truthJudge","vacationed in Switzerland",25,"Sophia","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
46,2832,"truthJudge","wrote",75,"Gabriel","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
46,10301,"truthJudge","wrote",50,"Stephanie","writes poems",5,"poems","5 years","disagree-key",1,0
46,2893,"truthJudge","hiked",50,"Tom","hikes",4,"times","year","agree-key",4,1.38629436111989
46,1468,"truthJudge","wrote",25,"Gabriel","writes novels",2,"novels","10 years","disagree-key",0.2,-1.6094379124341
46,1184,"truthJudge","drove to work",50,"Veronica","drives to work",4,"times","week","agree-key",208,5.33753807970132
46,1783,"truthJudge","wrote",50,"Alexander","writes novels",10,"novels","10 years","agree-key",1,0
46,2047,"truthJudge","drove to work",25,"Lucas","drives to work",3,"times","week","agree-key",156,5.04985600724954
46,1839,"truthJudge","biked to work",50,"Monica","bikes to work",6,"times","month","agree-key",72,4.27666611901606
46,3776,"truthJudge","vacationed in Switzerland",75,"Kim","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
46,1655,"truthJudge","ran",75,"William","runs",120,"times","year","agree-key",120,4.78749174278205
46,7255,"truthJudge","played computer games",25,"Melinda","plays computer games",2,"times","week","disagree-key",104,4.64439089914137
46,1025,"truthJudge","ran",50,"Michael","runs",25,"times","year","agree-key",25,3.2188758248682
46,1385,"truthJudge","smoked",25,"David","smokes",1,"time","week","disagree-key",52,3.95124371858143
46,2591,"truthJudge","biked to work",25,"Angela","bikes to work",2,"times","month","disagree-key",24,3.17805383034795
46,1383,"truthJudge","played computer games",75,"Julia","plays computer games",7,"times","week","agree-key",364,5.89715386763674
46,2410,"truthJudge","wrote",25,"Alicia","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
46,1512,"truthJudge","ate granola for breakfast",50,"David","eats granola for breakfast",5,"times","month","agree-key",60,4.0943445622221
47,5819,"truthJudge","hiked",50,"Maya","hikes",4,"times","year","agree-key",4,1.38629436111989
47,6091,"truthJudge","drove to work",75,"Cameron","drives to work",5,"times","week","agree-key",260,5.56068163101553
47,4996,"truthJudge","biked to work",25,"Tom","bikes to work",2,"times","month","disagree-key",24,3.17805383034795
47,2717,"truthJudge","ran",25,"William","runs",3,"times","year","disagree-key",3,1.09861228866811
47,6444,"truthJudge","wrote",25,"Stephanie","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
47,3046,"truthJudge","stole",75,"Greg","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
47,4613,"truthJudge","played computer games",75,"Gabriel","plays computer games",7,"times","week","agree-key",364,5.89715386763674
47,3317,"truthJudge","vacationed in Switzerland",75,"Claire","vacations in Switzerland",6,"times","10 years","disagree-key",0.6,-0.51082562376599
47,6245,"truthJudge","played computer games",50,"Anthony","plays computer games",4,"times","week","agree-key",208,5.33753807970132
47,4597,"truthJudge","wrote",75,"Alicia","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
47,3621,"truthJudge","ran",50,"Daniel","runs",25,"times","year","disagree-key",25,3.2188758248682
47,3172,"truthJudge","drank",25,"David","drinks beer",1,"beer","month","disagree-key",12,2.484906649788
47,3917,"truthJudge","vacationed in Switzerland",50,"Jennifer","vacations in Switzerland",2,"times","10 years","disagree-key",0.2,-1.6094379124341
47,2885,"truthJudge","wrote",75,"Monica","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
47,5525,"truthJudge","wrote",50,"Lucas","writes novels",10,"novels","10 years","agree-key",1,0
47,2646,"truthJudge","stole",50,"Lee","steals cars",2,"cars","10 years","agree-key",0.2,-1.6094379124341
47,4409,"truthJudge","smoked",75,"David","smokes",70,"times","week","agree-key",3640,8.19973896063079
47,3740,"truthJudge","ran",75,"Eric","runs",120,"times","year","agree-key",120,4.78749174278205
47,5821,"truthJudge","ate granola for breakfast",50,"William","eats granola for breakfast",5,"times","month","disagree-key",60,4.0943445622221
47,4300,"truthJudge","drove to work",50,"John","drives to work",4,"times","week","agree-key",208,5.33753807970132
47,4486,"truthJudge","hiked",75,"Michelle","hikes",12,"times","year","agree-key",12,2.484906649788
47,4092,"truthJudge","ate granola for breakfast",25,"Kathleen","eats granola for breakfast",2,"times","month","disagree-key",24,3.17805383034795
47,5750,"truthJudge","vacationed in Switzerland",25,"Gabriel","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
47,9758,"truthJudge","smoked",25,"Julia","smokes",1,"time","week","disagree-key",52,3.95124371858143
47,4780,"truthJudge","played computer games",25,"Alexander","plays computer games",2,"times","week","agree-key",104,4.64439089914137
47,3133,"truthJudge","ate granola for breakfast",75,"Angela","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
47,4670,"truthJudge","drank",50,"Michael","drinks beer",5,"beers","month","disagree-key",60,4.0943445622221
47,3981,"truthJudge","smoked",50,"Stephen","smokes",7,"times","week","agree-key",364,5.89715386763674
47,3135,"truthJudge","hiked",25,"Melinda","hikes",1,"time","year","disagree-key",1,0
47,10283,"truthJudge","drove to work",25,"Alexander","drives to work",3,"times","week","agree-key",156,5.04985600724954
47,3484,"truthJudge","biked to work",75,"Veronica","bikes to work",24,"times","month","agree-key",288,5.66296048013595
47,4549,"truthJudge","wrote",25,"Anthony","writes novels",2,"novels","10 years","agree-key",0.2,-1.6094379124341
47,7115,"truthJudge","biked to work",50,"Sophia","bikes to work",6,"times","month","disagree-key",72,4.27666611901606
47,3774,"truthJudge","drank",75,"Kim","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
47,2965,"truthJudge","stole",25,"Laura","steals cars",1,"car","10 years","agree-key",0.1,-2.30258509299405
47,7748,"truthJudge","wrote",50,"Daniel","writes poems",5,"poems","5 years","agree-key",1,0
48,4033,"truthJudge","wrote",25,"Sophia","writes novels",2,"novels","10 years","agree-key",0.2,-1.6094379124341
48,2222,"truthJudge","drank",50,"Laura","drinks beer",5,"beers","month","agree-key",60,4.0943445622221
48,1699,"truthJudge","wrote",75,"Jennifer","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
48,1310,"truthJudge","hiked",75,"David","hikes",12,"times","year","agree-key",12,2.484906649788
48,1675,"truthJudge","wrote",50,"Daniel","writes poems",5,"poems","5 years","agree-key",1,0
48,3580,"truthJudge","ran",25,"Monica","runs",3,"times","year","agree-key",3,1.09861228866811
48,1977,"truthJudge","smoked",75,"Gabriel","smokes",70,"times","week","agree-key",3640,8.19973896063079
48,2054,"truthJudge","ran",50,"Lucas","runs",25,"times","year","agree-key",25,3.2188758248682
48,1479,"truthJudge","biked to work",50,"Tom","bikes to work",6,"times","month","agree-key",72,4.27666611901606
48,1969,"truthJudge","played computer games",50,"David","plays computer games",4,"times","week","agree-key",208,5.33753807970132
48,4355,"truthJudge","smoked",25,"Lee","smokes",1,"time","week","disagree-key",52,3.95124371858143
48,2071,"truthJudge","stole",75,"Anthony","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
48,4805,"truthJudge","biked to work",25,"Alexander","bikes to work",2,"times","month","agree-key",24,3.17805383034795
48,3125,"truthJudge","drank",25,"Veronica","drinks beer",1,"beer","month","agree-key",12,2.484906649788
48,1351,"truthJudge","drank",75,"Alicia","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
48,2243,"truthJudge","wrote",25,"Anthony","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
48,2999,"truthJudge","vacationed in Switzerland",50,"Alexander","vacations in Switzerland",2,"times","10 years","disagree-key",0.2,-1.6094379124341
48,3654,"truthJudge","vacationed in Switzerland",25,"Eric","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
48,3236,"truthJudge","drove to work",75,"Greg","drives to work",5,"times","week","agree-key",260,5.56068163101553
48,4194,"truthJudge","hiked",25,"Cameron","hikes",1,"time","year","disagree-key",1,0
48,3243,"truthJudge","played computer games",25,"Gabriel","plays computer games",2,"times","week","agree-key",104,4.64439089914137
48,2074,"truthJudge","ate granola for breakfast",75,"Maya","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
48,2289,"truthJudge","drove to work",25,"Michelle","drives to work",3,"times","week","agree-key",156,5.04985600724954
48,2098,"truthJudge","smoked",50,"Claire","smokes",7,"times","week","agree-key",364,5.89715386763674
48,1529,"truthJudge","ate granola for breakfast",50,"John","eats granola for breakfast",5,"times","month","agree-key",60,4.0943445622221
48,2787,"truthJudge","stole",25,"Julia","steals cars",1,"car","10 years","disagree-key",0.1,-2.30258509299405
48,3077,"truthJudge","wrote",75,"Kim","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
48,1281,"truthJudge","ran",75,"Stephen","runs",120,"times","year","agree-key",120,4.78749174278205
48,1703,"truthJudge","biked to work",75,"Melinda","bikes to work",24,"times","month","agree-key",288,5.66296048013595
48,2719,"truthJudge","hiked",50,"Stephanie","hikes",4,"times","year","agree-key",4,1.38629436111989
48,1100,"truthJudge","wrote",50,"Kathleen","writes novels",10,"novels","10 years","agree-key",1,0
48,2136,"truthJudge","stole",50,"William","steals cars",2,"cars","10 years","disagree-key",0.2,-1.6094379124341
48,3104,"truthJudge","ate granola for breakfast",25,"Michael","eats granola for breakfast",2,"times","month","disagree-key",24,3.17805383034795
48,1541,"truthJudge","drove to work",50,"Daniel","drives to work",4,"times","week","agree-key",208,5.33753807970132
48,2004,"truthJudge","vacationed in Switzerland",75,"William","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
48,2412,"truthJudge","played computer games",75,"Angela","plays computer games",7,"times","week","agree-key",364,5.89715386763674
49,8881,"truthJudge","drank",50,"Alicia","drinks beer",5,"beers","month","agree-key",60,4.0943445622221
49,5060,"truthJudge","smoked",50,"Stephanie","smokes",7,"times","week","agree-key",364,5.89715386763674
49,5241,"truthJudge","drank",25,"Tom","drinks beer",1,"beer","month","agree-key",12,2.484906649788
49,5178,"truthJudge","played computer games",75,"Sophia","plays computer games",7,"times","week","agree-key",364,5.89715386763674
49,6476,"truthJudge","drove to work",50,"Anthony","drives to work",4,"times","week","agree-key",208,5.33753807970132
49,3863,"truthJudge","hiked",75,"Michael","hikes",12,"times","year","agree-key",12,2.484906649788
49,2891,"truthJudge","ran",25,"Maya","runs",3,"times","year","agree-key",3,1.09861228866811
49,4850,"truthJudge","drove to work",25,"Angela","drives to work",3,"times","week","agree-key",156,5.04985600724954
49,3116,"truthJudge","vacationed in Switzerland",75,"Claire","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
49,3889,"truthJudge","ate granola for breakfast",75,"Gabriel","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
49,6068,"truthJudge","stole",25,"Anthony","steals cars",1,"car","10 years","disagree-key",0.1,-2.30258509299405
49,2465,"truthJudge","wrote",75,"John","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
49,4150,"truthJudge","played computer games",25,"Lee","plays computer games",2,"times","week","agree-key",104,4.64439089914137
49,2416,"truthJudge","wrote",50,"William","writes novels",10,"novels","10 years","agree-key",1,0
49,6183,"truthJudge","biked to work",25,"Greg","bikes to work",2,"times","month","agree-key",24,3.17805383034795
49,4387,"truthJudge","ran",75,"Daniel","runs",120,"times","year","agree-key",120,4.78749174278205
49,6162,"truthJudge","ate granola for breakfast",25,"David","eats granola for breakfast",2,"times","month","disagree-key",24,3.17805383034795
49,5520,"truthJudge","hiked",25,"Jennifer","hikes",1,"time","year","disagree-key",1,0
49,6719,"truthJudge","ran",50,"Julia","runs",25,"times","year","agree-key",25,3.2188758248682
49,5354,"truthJudge","wrote",25,"Cameron","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
49,3523,"truthJudge","smoked",75,"Monica","smokes",70,"times","week","agree-key",3640,8.19973896063079
49,3202,"truthJudge","vacationed in Switzerland",50,"Veronica","vacations in Switzerland",2,"times","10 years","agree-key",0.2,-1.6094379124341
49,5763,"truthJudge","ate granola for breakfast",50,"Daniel","eats granola for breakfast",5,"times","month","agree-key",60,4.0943445622221
49,2349,"truthJudge","drank",75,"William","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
49,2338,"truthJudge","wrote",50,"Lucas","writes poems",5,"poems","5 years","agree-key",1,0
49,4348,"truthJudge","biked to work",75,"David","bikes to work",24,"times","month","agree-key",288,5.66296048013595
49,3858,"truthJudge","hiked",50,"Michelle","hikes",4,"times","year","agree-key",4,1.38629436111989
49,2489,"truthJudge","smoked",25,"Melinda","smokes",1,"time","week","agree-key",52,3.95124371858143
49,3742,"truthJudge","played computer games",50,"Laura","plays computer games",4,"times","week","agree-key",208,5.33753807970132
49,2789,"truthJudge","biked to work",50,"Eric","bikes to work",6,"times","month","agree-key",72,4.27666611901606
49,5002,"truthJudge","vacationed in Switzerland",25,"Kathleen","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
49,2979,"truthJudge","stole",75,"Gabriel","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
49,6250,"truthJudge","stole",50,"Kim","steals cars",2,"cars","10 years","agree-key",0.2,-1.6094379124341
49,3221,"truthJudge","wrote",75,"Alexander","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
49,2611,"truthJudge","wrote",25,"Stephen","writes novels",2,"novels","10 years","agree-key",0.2,-1.6094379124341
49,3196,"truthJudge","drove to work",75,"Alexander","drives to work",5,"times","week","agree-key",260,5.56068163101553
50,7894,"truthJudge","stole",25,"Melinda","steals cars",1,"car","10 years","disagree-key",0.1,-2.30258509299405
50,5204,"truthJudge","hiked",50,"Stephen","hikes",4,"times","year","agree-key",4,1.38629436111989
50,6195,"truthJudge","vacationed in Switzerland",25,"Gabriel","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
50,886,"truthJudge","played computer games",50,"William","plays computer games",4,"times","week","agree-key",208,5.33753807970132
50,782,"truthJudge","biked to work",50,"Cameron","bikes to work",6,"times","month","agree-key",72,4.27666611901606
50,518,"truthJudge","wrote",50,"Michelle","writes poems",5,"poems","5 years","agree-key",1,0
50,710,"truthJudge","vacationed in Switzerland",75,"Anthony","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
50,774,"truthJudge","ate granola for breakfast",75,"Alicia","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
50,2837,"truthJudge","drove to work",25,"Monica","drives to work",3,"times","week","disagree-key",156,5.04985600724954
50,1165,"truthJudge","drank",75,"Michael","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
50,639,"truthJudge","hiked",25,"Maya","hikes",1,"time","year","disagree-key",1,0
50,501,"truthJudge","smoked",25,"Anthony","smokes",1,"time","week","disagree-key",52,3.95124371858143
50,397,"truthJudge","drank",25,"Eric","drinks beer",1,"beer","month","disagree-key",12,2.484906649788
50,702,"truthJudge","wrote",75,"Kathleen","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
50,1631,"truthJudge","played computer games",75,"Greg","plays computer games",7,"times","week","agree-key",364,5.89715386763674
50,3661,"truthJudge","stole",75,"Stephanie","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
50,886,"truthJudge","wrote",25,"Alexander","writes novels",2,"novels","10 years","disagree-key",0.2,-1.6094379124341
50,838,"truthJudge","ran",25,"Sophia","runs",3,"times","year","agree-key",3,1.09861228866811
50,765,"truthJudge","wrote",50,"Daniel","writes novels",10,"novels","10 years","agree-key",1,0
50,629,"truthJudge","ran",75,"Julia","runs",120,"times","year","agree-key",120,4.78749174278205
50,533,"truthJudge","biked to work",75,"John","bikes to work",24,"times","month","agree-key",288,5.66296048013595
50,1877,"truthJudge","ate granola for breakfast",25,"Veronica","eats granola for breakfast",2,"times","month","disagree-key",24,3.17805383034795
50,853,"truthJudge","vacationed in Switzerland",50,"Jennifer","vacations in Switzerland",2,"times","10 years","disagree-key",0.2,-1.6094379124341
50,710,"truthJudge","drove to work",75,"Claire","drives to work",5,"times","week","disagree-key",260,5.56068163101553
50,686,"truthJudge","wrote",25,"Lucas","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
50,590,"truthJudge","stole",50,"William","steals cars",2,"cars","10 years","disagree-key",0.2,-1.6094379124341
50,558,"truthJudge","wrote",75,"Tom","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
50,663,"truthJudge","ran",50,"Kim","runs",25,"times","year","agree-key",25,3.2188758248682
50,1141,"truthJudge","played computer games",25,"Alexander","plays computer games",2,"times","week","disagree-key",104,4.64439089914137
50,694,"truthJudge","drove to work",50,"David","drives to work",4,"times","week","agree-key",208,5.33753807970132
50,950,"truthJudge","smoked",75,"Laura","smokes",70,"times","week","agree-key",3640,8.19973896063079
50,2942,"truthJudge","biked to work",25,"Lee","bikes to work",2,"times","month","disagree-key",24,3.17805383034795
50,693,"truthJudge","drank",50,"Daniel","drinks beer",5,"beers","month","agree-key",60,4.0943445622221
50,580,"truthJudge","hiked",75,"Angela","hikes",12,"times","year","agree-key",12,2.484906649788
50,902,"truthJudge","smoked",50,"David","smokes",7,"times","week","agree-key",364,5.89715386763674
50,2485,"truthJudge","ate granola for breakfast",50,"Gabriel","eats granola for breakfast",5,"times","month","agree-key",60,4.0943445622221
51,7778,"truthJudge","smoked",25,"Michael","smokes",1,"time","week","agree-key",52,3.95124371858143
51,6046,"truthJudge","drank",50,"Anthony","drinks beer",5,"beers","month","agree-key",60,4.0943445622221
51,7663,"truthJudge","ate granola for breakfast",25,"Stephen","eats granola for breakfast",2,"times","month","agree-key",24,3.17805383034795
51,8353,"truthJudge","wrote",25,"Kim","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
51,6036,"truthJudge","played computer games",75,"Gabriel","plays computer games",7,"times","week","agree-key",364,5.89715386763674
51,3843,"truthJudge","drove to work",50,"Melinda","drives to work",4,"times","week","agree-key",208,5.33753807970132
51,2523,"truthJudge","smoked",75,"Eric","smokes",70,"times","week","agree-key",3640,8.19973896063079
51,4837,"truthJudge","drove to work",25,"Monica","drives to work",3,"times","week","agree-key",156,5.04985600724954
51,4214,"truthJudge","stole",75,"Daniel","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
51,9850,"truthJudge","wrote",25,"David","writes novels",2,"novels","10 years","disagree-key",0.2,-1.6094379124341
51,6640,"truthJudge","stole",50,"Kathleen","steals cars",2,"cars","10 years","disagree-key",0.2,-1.6094379124341
51,3149,"truthJudge","drove to work",75,"Sophia","drives to work",5,"times","week","agree-key",260,5.56068163101553
51,5669,"truthJudge","stole",25,"Anthony","steals cars",1,"car","10 years","disagree-key",0.1,-2.30258509299405
51,9927,"truthJudge","biked to work",50,"Angela","bikes to work",6,"times","month","agree-key",72,4.27666611901606
51,3385,"truthJudge","played computer games",25,"Michelle","plays computer games",2,"times","week","agree-key",104,4.64439089914137
51,3747,"truthJudge","ate granola for breakfast",75,"David","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
51,3361,"truthJudge","wrote",75,"Alexander","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
51,6969,"truthJudge","ran",25,"Tom","runs",3,"times","year","disagree-key",3,1.09861228866811
51,6567,"truthJudge","wrote",50,"Maya","writes poems",5,"poems","5 years","agree-key",1,0
51,4598,"truthJudge","hiked",50,"Gabriel","hikes",4,"times","year","agree-key",4,1.38629436111989
51,4755,"truthJudge","hiked",25,"Alicia","hikes",1,"time","year","disagree-key",1,0
51,2054,"truthJudge","hiked",75,"Greg","hikes",12,"times","year","agree-key",12,2.484906649788
51,6513,"truthJudge","vacationed in Switzerland",50,"Veronica","vacations in Switzerland",2,"times","10 years","agree-key",0.2,-1.6094379124341
51,8676,"truthJudge","drank",25,"Julia","drinks beer",1,"beer","month","disagree-key",12,2.484906649788
51,3241,"truthJudge","ran",50,"William","runs",25,"times","year","agree-key",25,3.2188758248682
51,4549,"truthJudge","vacationed in Switzerland",25,"Cameron","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
51,3518,"truthJudge","wrote",75,"Daniel","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
51,2475,"truthJudge","wrote",50,"William","writes novels",10,"novels","10 years","agree-key",1,0
51,2906,"truthJudge","played computer games",50,"Stephanie","plays computer games",4,"times","week","agree-key",208,5.33753807970132
51,2333,"truthJudge","smoked",50,"Lee","smokes",7,"times","week","agree-key",364,5.89715386763674
51,2918,"truthJudge","ran",75,"Jennifer","runs",120,"times","year","agree-key",120,4.78749174278205
51,11200,"truthJudge","biked to work",25,"John","bikes to work",2,"times","month","disagree-key",24,3.17805383034795
51,3458,"truthJudge","ate granola for breakfast",50,"Claire","eats granola for breakfast",5,"times","month","agree-key",60,4.0943445622221
51,2629,"truthJudge","vacationed in Switzerland",75,"Lucas","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
51,3527,"truthJudge","drank",75,"Laura","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
51,5592,"truthJudge","biked to work",75,"Alexander","bikes to work",24,"times","month","agree-key",288,5.66296048013595
52,4572,"truthJudge","stole",50,"William","steals cars",2,"cars","10 years","disagree-key",0.2,-1.6094379124341
52,825,"truthJudge","ate granola for breakfast",75,"Gabriel","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
52,386,"truthJudge","played computer games",50,"Jennifer","plays computer games",4,"times","week","disagree-key",208,5.33753807970132
52,1298,"truthJudge","ate granola for breakfast",25,"Cameron","eats granola for breakfast",2,"times","month","disagree-key",24,3.17805383034795
52,1492,"truthJudge","ran",50,"Eric","runs",25,"times","year","agree-key",25,3.2188758248682
52,622,"truthJudge","ate granola for breakfast",50,"Gabriel","eats granola for breakfast",5,"times","month","disagree-key",60,4.0943445622221
52,718,"truthJudge","smoked",50,"Anthony","smokes",7,"times","week","disagree-key",364,5.89715386763674
52,724,"truthJudge","hiked",75,"Laura","hikes",12,"times","year","agree-key",12,2.484906649788
52,2391,"truthJudge","wrote",75,"Greg","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
52,540,"truthJudge","smoked",75,"William","smokes",70,"times","week","agree-key",3640,8.19973896063079
52,925,"truthJudge","hiked",50,"Julia","hikes",4,"times","year","disagree-key",4,1.38629436111989
52,657,"truthJudge","played computer games",75,"John","plays computer games",7,"times","week","agree-key",364,5.89715386763674
52,603,"truthJudge","drove to work",25,"Kathleen","drives to work",3,"times","week","agree-key",156,5.04985600724954
52,367,"truthJudge","wrote",25,"Monica","writes novels",2,"novels","10 years","disagree-key",0.2,-1.6094379124341
52,376,"truthJudge","vacationed in Switzerland",50,"Stephanie","vacations in Switzerland",2,"times","10 years","disagree-key",0.2,-1.6094379124341
52,229,"truthJudge","biked to work",25,"Tom","bikes to work",2,"times","month","agree-key",24,3.17805383034795
52,373,"truthJudge","hiked",25,"Stephen","hikes",1,"time","year","disagree-key",1,0
52,775,"truthJudge","drank",75,"Veronica","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
52,1041,"truthJudge","drank",50,"David","drinks beer",5,"beers","month","disagree-key",60,4.0943445622221
52,1069,"truthJudge","ran",25,"Melinda","runs",3,"times","year","disagree-key",3,1.09861228866811
52,692,"truthJudge","wrote",75,"Lee","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
52,1083,"truthJudge","drove to work",50,"Daniel","drives to work",4,"times","week","disagree-key",208,5.33753807970132
52,831,"truthJudge","wrote",50,"Alexander","writes poems",5,"poems","5 years","agree-key",1,0
52,581,"truthJudge","wrote",25,"Daniel","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
52,493,"truthJudge","drank",25,"Michelle","drinks beer",1,"beer","month","disagree-key",12,2.484906649788
52,559,"truthJudge","wrote",50,"Anthony","writes novels",10,"novels","10 years","agree-key",1,0
52,405,"truthJudge","stole",75,"David","steals cars",5,"cars","10 years","disagree-key",0.5,-0.693147180559945
52,809,"truthJudge","vacationed in Switzerland",25,"Lucas","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
52,669,"truthJudge","biked to work",75,"Alicia","bikes to work",24,"times","month","agree-key",288,5.66296048013595
52,757,"truthJudge","biked to work",50,"Angela","bikes to work",6,"times","month","agree-key",72,4.27666611901606
52,3092,"truthJudge","vacationed in Switzerland",75,"Kim","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
52,381,"truthJudge","played computer games",25,"Claire","plays computer games",2,"times","week","disagree-key",104,4.64439089914137
52,757,"truthJudge","ran",75,"Maya","runs",120,"times","year","agree-key",120,4.78749174278205
52,635,"truthJudge","smoked",25,"Sophia","smokes",1,"time","week","disagree-key",52,3.95124371858143
52,521,"truthJudge","stole",25,"Alexander","steals cars",1,"car","10 years","disagree-key",0.1,-2.30258509299405
52,658,"truthJudge","drove to work",75,"Michael","drives to work",5,"times","week","agree-key",260,5.56068163101553
53,6675,"truthJudge","biked to work",50,"Gabriel","bikes to work",6,"times","month","agree-key",72,4.27666611901606
